epoch,image_AUROC,image_F1Score,pixel_AUROC,pixel_F1Score,step,train_ae_epoch,train_ae_step,train_loss_epoch,train_loss_step,train_st_epoch,train_st_step,train_stae_epoch,train_stae_step
0,,,,,49,,0.9434559345245361,,9.513871192932129,,8.530133247375488,,0.040282152593135834
0,,,,,99,,0.456186980009079,,9.617941856384277,,9.025628089904785,,0.1361260712146759
0,,,,,149,,0.4455464780330658,,7.310734748840332,,6.80804967880249,,0.057138606905937195
0,,,,,199,,0.7366082668304443,,7.0398478507995605,,6.2270708084106445,,0.07616865634918213
0,,,,,249,,0.30219221115112305,,4.5007243156433105,,4.120947360992432,,0.07758469134569168
0,,,,,299,,0.30433422327041626,,3.9508347511291504,,3.5768043994903564,,0.06969626992940903
0,,,,,349,,0.26858001947402954,,2.9078993797302246,,2.5803706645965576,,0.058948855847120285
0,,,,,399,,0.4381040930747986,,4.7955522537231445,,4.296900272369385,,0.06054772064089775
0,,,,,411,0.5865220427513123,,6.3892083168029785,,5.729964256286621,,0.0727226734161377,
1,,,,,449,,0.6895077228546143,,5.2090744972229,,4.412576198577881,,0.10699014365673065
1,,,,,499,,0.3839184641838074,,3.6128756999969482,,3.1708359718322754,,0.05812111496925354
1,,,,,549,,0.6005536317825317,,3.1170084476470947,,2.4090847969055176,,0.10737022012472153
1,,,,,599,,0.40495359897613525,,4.4009013175964355,,3.9370594024658203,,0.05888864025473595
1,,,,,649,,0.3706236481666565,,3.3363919258117676,,2.8919506072998047,,0.07381775230169296
1,,,,,699,,0.2823628783226013,,2.0300636291503906,,1.7021218538284302,,0.04557887092232704
1,,,,,749,,0.24334125220775604,,1.9055956602096558,,1.5988508462905884,,0.0634036585688591
1,,,,,799,,0.24977974593639374,,2.1086220741271973,,1.8132297992706299,,0.045612674206495285
1,,,,,823,0.3699457049369812,,3.2111003398895264,,2.7775557041168213,,0.06360052525997162,
2,,,,,849,,0.2901594936847687,,3.155418872833252,,2.8118648529052734,,0.053394615650177
2,,,,,899,,0.4786413013935089,,2.8616912364959717,,2.311093330383301,,0.07195653021335602
2,,,,,949,,0.261450856924057,,3.5171403884887695,,3.2085464000701904,,0.04714326187968254
2,,,,,999,,0.3918297290802002,,1.821394443511963,,1.3544093370437622,,0.07515531778335571
2,,,,,1049,,0.2910037934780121,,1.6610214710235596,,1.3132308721542358,,0.05678674578666687
2,,,,,1099,,0.23293642699718475,,1.6081639528274536,,1.3206144571304321,,0.0546131394803524
2,,,,,1149,,0.21614615619182587,,1.996963381767273,,1.6926369667053223,,0.08818034827709198
2,,,,,1199,,0.4605482518672943,,3.568538188934326,,3.0157463550567627,,0.09224366396665573
2,,,,,1235,0.31879922747612,,2.5350778102874756,,2.1543562412261963,,0.06192182004451752,
3,,,,,1249,,0.22743673622608185,,1.8284450769424438,,1.565924882888794,,0.03508340194821358
3,,,,,1299,,0.1998305320739746,,1.7563230991363525,,1.4964138269424438,,0.0600786954164505
3,,,,,1349,,0.39715439081192017,,2.8393473625183105,,2.3885743618011475,,0.05361858010292053
3,,,,,1399,,0.2025924175977707,,1.5456323623657227,,1.3007678985595703,,0.04227207973599434
3,,,,,1449,,0.22828608751296997,,2.673935890197754,,2.4083170890808105,,0.037332817912101746
3,,,,,1499,,0.24460630118846893,,2.6305036544799805,,2.3430612087249756,,0.04283621534705162
3,,,,,1549,,0.24654461443424225,,1.3573791980743408,,1.0512123107910156,,0.05962231010198593
3,,,,,1599,,0.27610352635383606,,2.6317200660705566,,2.3054087162017822,,0.05020776763558388
3,,,,,1647,0.2840763330459595,,2.2573490142822266,,1.9137744903564453,,0.05949687585234642,
4,,,,,1649,,0.18723948299884796,,1.3993616104125977,,1.1552002429962158,,0.05692185461521149
4,,,,,1699,,0.42231282591819763,,2.689103841781616,,2.1985607147216797,,0.06823045760393143
4,,,,,1749,,0.2968127429485321,,2.36173939704895,,2.0076534748077393,,0.05727306008338928
4,,,,,1799,,0.24087975919246674,,2.3061089515686035,,2.013373851776123,,0.05185540020465851
4,,,,,1849,,0.1495281606912613,,1.275725245475769,,1.089171290397644,,0.037025753408670425
4,,,,,1899,,0.25921377539634705,,1.5569922924041748,,1.2301448583602905,,0.06763368099927902
4,,,,,1949,,0.3558691442012787,,2.776209831237793,,2.3466947078704834,,0.07364603132009506
4,,,,,1999,,0.3539224863052368,,2.4139835834503174,,1.9638209342956543,,0.09624029695987701
4,,,,,2049,,0.33398765325546265,,2.2616689205169678,,1.8712505102157593,,0.05643075332045555
4,,,,,2059,0.2620607316493988,,1.9938074350357056,,1.6705117225646973,,0.06123517453670502,
5,,,,,2099,,0.21710015833377838,,2.8195815086364746,,2.5676324367523193,,0.03484885394573212
5,,,,,2149,,0.12752459943294525,,1.0462135076522827,,0.8935004472732544,,0.025188446044921875
5,,,,,2199,,0.1464684009552002,,1.5357080698013306,,1.3562343120574951,,0.033005379140377045
5,,,,,2249,,0.2443445473909378,,1.4577844142913818,,1.1694445610046387,,0.043995294719934464
5,,,,,2299,,0.1410495936870575,,1.0586585998535156,,0.8892670273780823,,0.028342051431536674
5,,,,,2349,,0.34920012950897217,,2.245269775390625,,1.8139132261276245,,0.08215648680925369
5,,,,,2399,,0.13652417063713074,,1.4503734111785889,,1.2757419347763062,,0.03810727223753929
5,,,,,2449,,0.26132580637931824,,1.1568068265914917,,0.8287012577056885,,0.066779725253582
5,,,,,2471,0.22943897545337677,,1.8153921365737915,,1.5337355136871338,,0.05221712589263916,
6,,,,,2499,,0.12742958962917328,,0.9834133982658386,,0.826644241809845,,0.02933957614004612
6,,,,,2549,,0.16792619228363037,,1.490751028060913,,1.2668676376342773,,0.055957257747650146
6,,,,,2599,,0.29090893268585205,,2.3785243034362793,,2.030225992202759,,0.05738936364650726
6,,,,,2649,,0.19161544740200043,,1.19175386428833,,0.9659091234207153,,0.03422924131155014
6,,,,,2699,,0.18722644448280334,,1.7322192192077637,,1.4731473922729492,,0.0718453899025917
6,,,,,2749,,0.2604784667491913,,2.1482527256011963,,1.8379530906677246,,0.04982117563486099
6,,,,,2799,,0.22242522239685059,,2.1238951683044434,,1.8618755340576172,,0.03959433734416962
6,,,,,2849,,0.28411662578582764,,2.2393743991851807,,1.905463457107544,,0.04979453980922699
6,,,,,2883,0.21643953025341034,,1.7366992235183716,,1.4674253463745117,,0.052834104746580124,
7,,,,,2899,,0.23245452344417572,,2.081279993057251,,1.8042021989822388,,0.04462328180670738
7,,,,,2949,,0.20697851479053497,,2.15022873878479,,1.9019861221313477,,0.041264038532972336
7,,,,,2999,,0.1512732058763504,,1.0416030883789062,,0.8446350693702698,,0.04569482058286667
7,,,,,3049,,0.16998669505119324,,1.7553880214691162,,1.5490788221359253,,0.03632253035902977
7,,,,,3099,,0.13942021131515503,,1.0629879236221313,,0.8887885212898254,,0.03477921336889267
7,,,,,3149,,0.14660654962062836,,1.3806082010269165,,1.2075014114379883,,0.026500200852751732
7,,,,,3199,,0.23865953087806702,,1.0501413345336914,,0.7480601072311401,,0.06342173367738724
7,,,,,3249,,0.3545170724391937,,2.0445497035980225,,1.6068207025527954,,0.0832119733095169
7,,,,,3295,0.19588688015937805,,1.5480178594589233,,1.3057312965393066,,0.04639982804656029,
8,,,,,3299,,0.1469549983739853,,1.3150897026062012,,1.134115219116211,,0.034019485116004944
8,,,,,3349,,0.2058572918176651,,2.0169031620025635,,1.7559058666229248,,0.0551399365067482
8,,,,,3399,,0.1692992001771927,,0.881974458694458,,0.6631028056144714,,0.049572478979825974
8,,,,,3449,,0.1728501170873642,,1.3900996446609497,,1.1826683282852173,,0.03458115831017494
8,,,,,3499,,0.16091765463352203,,1.1013683080673218,,0.8570090532302856,,0.08344165235757828
8,,,,,3549,,0.14708936214447021,,1.1083210706710815,,0.9322071075439453,,0.02902454510331154
8,,,,,3599,,0.19190679490566254,,2.091355562210083,,1.8528705835342407,,0.046578168869018555
8,,,,,3649,,0.12002143263816833,,1.0069191455841064,,0.8602291345596313,,0.026668569073081017
8,,,,,3699,,0.16067753732204437,,1.1499497890472412,,0.9438412189483643,,0.0454309917986393
8,,,,,3707,0.19131024181842804,,1.4873638153076172,,1.2482870817184448,,0.047766100615262985,
9,,,,,3749,,0.21130165457725525,,1.6788297891616821,,1.4283778667449951,,0.03915029391646385
9,,,,,3799,,0.19684942066669464,,1.8559564352035522,,1.618941068649292,,0.04016594588756561
9,,,,,3849,,0.1552916318178177,,0.9703288674354553,,0.7575942873954773,,0.05744297429919243
9,,,,,3899,,0.22734256088733673,,1.9244258403778076,,1.6532578468322754,,0.0438254289329052
9,,,,,3949,,0.11083321273326874,,1.0226812362670898,,0.8753790855407715,,0.03646891564130783
9,,,,,3999,,0.14687542617321014,,1.5561469793319702,,1.3793349266052246,,0.029936719685792923
9,,,,,4049,,0.2129686325788498,,1.186793565750122,,0.9223102331161499,,0.05151476338505745
9,,,,,4099,,0.16721805930137634,,1.7840379476547241,,1.587018370628357,,0.029801439493894577
9,,,,,4119,0.17558901011943817,,1.3741846084594727,,1.1585352420806885,,0.04006098955869675,
10,,,,,4149,,0.17478591203689575,,0.8901985287666321,,0.6636061668395996,,0.05180644243955612
10,,,,,4199,,0.10115960985422134,,0.7547658085823059,,0.6302528381347656,,0.023353345692157745
10,,,,,4249,,0.09457828104496002,,0.7369203567504883,,0.6212062835693359,,0.02113581821322441
10,,,,,4299,,0.12786854803562164,,1.00314199924469,,0.8385631442070007,,0.03671036288142204
10,,,,,4349,,0.16170865297317505,,1.520499587059021,,1.323582410812378,,0.0352085717022419
10,,,,,4399,,0.2248310148715973,,1.7069294452667236,,1.3926410675048828,,0.0894574224948883
10,,,,,4449,,0.1725025773048401,,1.6635342836380005,,1.4509961605072021,,0.04003559425473213
10,,,,,4499,,0.14744652807712555,,1.241081953048706,,1.052539587020874,,0.041095905005931854
10,,,,,4531,0.17456629872322083,,1.3206913471221924,,1.101833462715149,,0.04429116100072861,
11,,,,,4549,,0.23496700823307037,,1.3640326261520386,,1.084136962890625,,0.04492864012718201
11,,,,,4599,,0.11736774444580078,,0.8208094239234924,,0.662229061126709,,0.041212599724531174
11,,,,,4649,,0.10161746293306351,,0.9528201818466187,,0.8268647193908691,,0.02433803491294384
11,,,,,4699,,0.09043857455253601,,0.736150860786438,,0.6232258677482605,,0.02248646691441536
11,,,,,4749,,0.1861363649368286,,1.536300539970398,,1.3208537101745605,,0.029310502111911774
11,,,,,4799,,0.10982831567525864,,0.9089753031730652,,0.753275454044342,,0.045871566981077194
11,,,,,4849,,0.3093339800834656,,2.2245497703552246,,1.8293975591659546,,0.08581826090812683
11,,,,,4899,,0.13700804114341736,,1.0582220554351807,,0.8849491477012634,,0.03626493364572525
11,,,,,4943,0.17809033393859863,,1.298937201499939,,1.0747042894363403,,0.046143125742673874,
12,,,,,4949,,0.2200828492641449,,2.1683640480041504,,1.9029326438903809,,0.045348577201366425
12,,,,,4999,,0.1815827488899231,,1.6873573064804077,,1.4764862060546875,,0.029288388788700104
12,,,,,5049,,0.12629684805870056,,0.9684345722198486,,0.8094480633735657,,0.032689712941646576
12,,,,,5099,,0.12388622760772705,,1.233473777770996,,1.0563911199569702,,0.053196415305137634
12,,,,,5149,,0.13513265550136566,,1.5116424560546875,,1.3364113569259644,,0.04009848088026047
12,,,,,5199,,0.2168053537607193,,1.6677601337432861,,1.411529302597046,,0.03942548856139183
12,,,,,5249,,0.10367067903280258,,0.7655726075172424,,0.6350671648979187,,0.026834767311811447
12,,,,,5299,,0.24943284690380096,,1.4219727516174316,,1.1163965463638306,,0.05614342540502548
12,,,,,5349,,0.1830490231513977,,0.9961350560188293,,0.7696199417114258,,0.04346610978245735
12,,,,,5355,0.16268211603164673,,1.2514103651046753,,1.0498055219650269,,0.038922302424907684,
13,,,,,5399,,0.17490102350711823,,1.4339505434036255,,1.225562334060669,,0.03348715603351593
13,,,,,5449,,0.30103328824043274,,1.7421668767929077,,1.373029112815857,,0.06810448318719864
13,,,,,5499,,0.1834678053855896,,0.7898054718971252,,0.5596707463264465,,0.04666691645979881
13,,,,,5549,,0.1316104233264923,,0.8333412408828735,,0.6676528453826904,,0.03407799080014229
13,,,,,5599,,0.1774328052997589,,1.2880859375,,1.0823405981063843,,0.028312528505921364
13,,,,,5649,,0.13715295493602753,,1.112500548362732,,0.9117737412452698,,0.06357385963201523
13,,,,,5699,,0.1767992079257965,,1.336578369140625,,1.1118921041488647,,0.04788707569241524
13,,,,,5749,,0.13614599406719208,,0.8211106657981873,,0.6447932124137878,,0.04017144441604614
13,,,,,5767,0.16293181478977203,,1.1978869438171387,,0.9935901165008545,,0.04136548936367035,
14,,,,,5799,,0.15408053994178772,,1.4047585725784302,,1.221222162246704,,0.029455889016389847
14,,,,,5849,,0.08159185945987701,,0.6517021656036377,,0.5489882230758667,,0.021122107282280922
14,,,,,5899,,0.13308988511562347,,0.7237823009490967,,0.5575066804885864,,0.0331856943666935
14,,,,,5949,,0.11122440546751022,,0.9174303412437439,,0.7827017903327942,,0.023504139855504036
14,,,,,5999,,0.24418480694293976,,1.3806397914886475,,1.091174840927124,,0.04528013616800308
14,,,,,6049,,0.17865750193595886,,1.348231554031372,,1.1359807252883911,,0.033593352884054184
14,,,,,6099,,0.13546696305274963,,1.1484723091125488,,0.987940788269043,,0.025064583867788315
14,,,,,6149,,0.17144474387168884,,0.925258994102478,,0.7123284339904785,,0.04148579016327858
14,,,,,6179,0.15293365716934204,,1.123853325843811,,0.9352141618728638,,0.03570537269115448,
15,,,,,6199,,0.18209423124790192,,1.3863105773925781,,1.1709190607070923,,0.03329724073410034
15,,,,,6249,,0.1522233784198761,,1.1171035766601562,,0.9338390231132507,,0.03104114532470703
15,,,,,6299,,0.21777108311653137,,1.388932704925537,,1.1159502267837524,,0.055211447179317474
15,,,,,6349,,0.1952466070652008,,1.4189202785491943,,1.1897393465042114,,0.03393430635333061
15,,,,,6399,,0.13206100463867188,,0.8685698509216309,,0.7028883695602417,,0.03362046182155609
15,,,,,6449,,0.2132481187582016,,1.5334640741348267,,1.2642617225646973,,0.05595424026250839
15,,,,,6499,,0.1264851689338684,,0.7504310607910156,,0.5874021649360657,,0.036543719470500946
15,,,,,6549,,0.19424696266651154,,1.361000657081604,,1.1160306930541992,,0.05072299763560295
15,,,,,6591,0.147848978638649,,1.086370825767517,,0.9022217988967896,,0.03629931062459946,
16,,,,,6599,,0.10641419142484665,,0.9908444285392761,,0.8527794480323792,,0.03165076673030853
16,,,,,6649,,0.15838837623596191,,1.3465999364852905,,1.1477327346801758,,0.04047882556915283
16,,,,,6699,,0.1186058521270752,,0.7598668932914734,,0.6090431213378906,,0.03221793845295906
16,,,,,6749,,0.15521088242530823,,1.4264417886734009,,1.2329601049423218,,0.038270801305770874
16,,,,,6799,,0.1317000389099121,,1.2347257137298584,,1.0794974565505981,,0.023528220131993294
16,,,,,6849,,0.06970614939928055,,0.6970815658569336,,0.6074317693710327,,0.019943660125136375
16,,,,,6899,,0.09859020262956619,,0.6792269349098206,,0.550805389881134,,0.02983136847615242
16,,,,,6949,,0.16660532355308533,,1.4165399074554443,,1.2057181596755981,,0.044216401875019073
16,,,,,6999,,0.17915283143520355,,0.9887722134590149,,0.7576504945755005,,0.05196889489889145
16,,,,,7003,0.1543300300836563,,1.117490530014038,,0.9229976534843445,,0.040163055062294006,
17,,,,,7049,,0.14644822478294373,,1.270845890045166,,1.0931063890457153,,0.03129129484295845
17,,,,,7099,,0.14155519008636475,,1.1427406072616577,,0.9748131632804871,,0.026372311636805534
17,,,,,7149,,0.09447041153907776,,0.6650185585021973,,0.5470531582832336,,0.023494932800531387
17,,,,,7199,,0.20981073379516602,,1.3595972061157227,,1.1053142547607422,,0.04447224363684654
17,,,,,7249,,0.09504501521587372,,0.9110344052314758,,0.7903332710266113,,0.0256560780107975
17,,,,,7299,,0.08012465387582779,,2.0863852500915527,,1.975694179534912,,0.03056643344461918
17,,,,,7349,,0.14534877240657806,,1.2112135887145996,,1.0058567523956299,,0.06000806763768196
17,,,,,7399,,0.19656121730804443,,1.1339489221572876,,0.8999005556106567,,0.03748716413974762
17,,,,,7415,0.1492583304643631,,1.0097309350967407,,0.8233888745307922,,0.03708382695913315,
18,,,,,7449,,0.24296152591705322,,1.3569055795669556,,1.0727771520614624,,0.04116688296198845
18,,,,,7499,,0.11595799773931503,,0.8911653161048889,,0.7530112266540527,,0.02219614014029503
18,,,,,7549,,0.12943623960018158,,1.0463372468948364,,0.895160436630249,,0.021740514785051346
18,,,,,7599,,0.22076469659805298,,1.3559409379959106,,1.090670108795166,,0.04450620710849762
18,,,,,7649,,0.1840364784002304,,1.5985336303710938,,1.3535164594650269,,0.0609806589782238
18,,,,,7699,,0.11300478130578995,,0.619186282157898,,0.47198307514190674,,0.03419838100671768
18,,,,,7749,,0.08987344056367874,,0.7266239523887634,,0.6167686581611633,,0.019981851801276207
18,,,,,7799,,0.1719026416540146,,1.3346832990646362,,1.1369225978851318,,0.0258580781519413
18,,,,,7827,0.14367499947547913,,1.0011659860610962,,0.8224419951438904,,0.035048261284828186,
19,,,,,7849,,0.10797435790300369,,0.8825010657310486,,0.7473849654197693,,0.02714177593588829
19,,,,,7899,,0.1172405481338501,,0.962914764881134,,0.8239337205886841,,0.021740471944212914
19,,,,,7949,,0.11063472926616669,,0.7238268852233887,,0.587561309337616,,0.025630822405219078
19,,,,,7999,,0.16539356112480164,,1.000013828277588,,0.7915801405906677,,0.04304010793566704
19,,,,,8049,,0.11341987550258636,,0.9503795504570007,,0.7925257682800293,,0.04443388059735298
19,,,,,8099,,0.10046041756868362,,0.6380722522735596,,0.5065174102783203,,0.031094422563910484
19,,,,,8149,,0.1405065506696701,,1.081993579864502,,0.9142407774925232,,0.027246246114373207
19,,,,,8199,,0.23218555748462677,,1.2416350841522217,,0.9675410985946655,,0.041908442974090576
19,,,,,8239,0.14426389336585999,,1.001305103302002,,0.8178141117095947,,0.03922717645764351,
20,,,,,8249,,0.1472170054912567,,1.1479719877243042,,0.916053056716919,,0.08470185101032257
20,,,,,8299,,0.1342957764863968,,0.8268076181411743,,0.6602157354354858,,0.032296113669872284
20,,,,,8349,,0.12171737849712372,,1.0369616746902466,,0.8914890885353088,,0.023755177855491638
20,,,,,8399,,0.2094016820192337,,1.1704119443893433,,0.9144882559776306,,0.04652203246951103
20,,,,,8449,,0.1079506203532219,,0.6933314204216003,,0.5536278486251831,,0.03175295889377594
20,,,,,8499,,0.15499833226203918,,1.0114095211029053,,0.817159116268158,,0.039251986891031265
20,,,,,8549,,0.11710569262504578,,1.0098611116409302,,0.8502147793769836,,0.042540665715932846
20,,,,,8599,,0.11470390856266022,,0.8386289477348328,,0.7021989822387695,,0.021726075559854507
20,,,,,8649,,0.09440284222364426,,0.6468585133552551,,0.5284888744354248,,0.023966815322637558
20,,,,,8651,0.1428077667951584,,0.9584788084030151,,0.7783134579658508,,0.03735718876123428,
21,,,,,8699,,0.0876544937491417,,0.6935335993766785,,0.5798891186714172,,0.02598998323082924
21,,,,,8749,,0.08741062134504318,,0.6001846790313721,,0.48721498250961304,,0.025559093803167343
21,,,,,8799,,0.07153402268886566,,0.627798855304718,,0.5391929745674133,,0.017071863636374474
21,,,,,8849,,0.0924459770321846,,0.6871753334999084,,0.5705611705780029,,0.02416817843914032
21,,,,,8899,,0.07991968840360641,,0.7095431089401245,,0.6038148999214172,,0.025808507576584816
21,,,,,8949,,0.15841643512248993,,0.9293026924133301,,0.7272889614105225,,0.04359729588031769
21,,,,,8999,,0.17029637098312378,,1.1156446933746338,,0.9160980582237244,,0.029250288382172585
21,,,,,9049,,0.1813860386610031,,1.2841260433197021,,1.069912314414978,,0.032827720046043396
21,,,,,9063,0.13494379818439484,,0.9051066040992737,,0.738956868648529,,0.03120589256286621,
22,,,,,9099,,0.11575721949338913,,0.5432039499282837,,0.37975171208381653,,0.04769498109817505
22,,,,,9149,,0.17148780822753906,,0.9214720726013184,,0.7146273255348206,,0.03535691648721695
22,,,,,9199,,0.14232467114925385,,1.0355069637298584,,0.8697527647018433,,0.023429550230503082
22,,,,,9249,,0.0908956378698349,,0.6023040413856506,,0.4843398630619049,,0.02706855535507202
22,,,,,9299,,0.07405392825603485,,0.45951133966445923,,0.3657139539718628,,0.01974344439804554
22,,,,,9349,,0.07253841310739517,,0.5693143606185913,,0.47654134035110474,,0.0202346034348011
22,,,,,9399,,0.09607986360788345,,0.7194156646728516,,0.5989411473274231,,0.024394650012254715
22,,,,,9449,,0.1812983900308609,,1.3581699132919312,,1.1490678787231445,,0.02780371718108654
22,,,,,9475,0.13175472617149353,,0.8826490640640259,,0.7193111777305603,,0.031583402305841446,
23,,,,,9499,,0.08289878070354462,,0.667134702205658,,0.5536625981330872,,0.030573328956961632
23,,,,,9549,,0.1266176700592041,,0.7169328331947327,,0.5509339570999146,,0.03938118368387222
23,,,,,9599,,0.07707810401916504,,0.5363492369651794,,0.4353979229927063,,0.02387320250272751
23,,,,,9649,,0.1368122547864914,,0.6135563254356384,,0.43542319536209106,,0.041320838034152985
23,,,,,9699,,0.08517266064882278,,0.7856332063674927,,0.6748355627059937,,0.025624996051192284
23,,,,,9749,,0.06711956858634949,,1.0071955919265747,,0.9201072454452515,,0.019968733191490173
